class	pattern	X	Y	query
yes	X and Y alike	new	old	(old)_j and_. (new)_j alike_.
no	X and Y alike	new	old	(?!new)(\b\w+)_j and_. (\bold)_j alike_.
no	X and Y alike	new	old	(\bnew)_j and_. (?!old)(\b\w+)_j alike_.
no	X and Y alike	new	old	(?!old)(\b\w+)_j and_. (\bnew)_j alike_.
no	X and Y alike	new	old	(\bold)_j and_. (?!new)(\b\w+)_j alike_.
yes	X and Y alike	fast	slow	(fast)_j and_. (slow)_j alike_.
yes	X and Y alike	fast	slow	(slow)_j and_. (fast)_j alike_.
no	X and Y alike	fast	slow	(?!fast)(\b\w+)_j and_. (\bslow)_j alike_.
no	X and Y alike	fast	slow	(\bfast)_j and_. (?!slow)(\b\w+)_j alike_.
no	X and Y alike	fast	slow	(?!slow)(\b\w+)_j and_. (\bfast)_j alike_.
no	X and Y alike	fast	slow	(\bslow)_j and_. (?!fast)(\b\w+)_j alike_.
yes	X and Y alike	major	minor	(major)_j and_. (minor)_j alike_.
yes	X and Y alike	major	minor	(minor)_j and_. (major)_j alike_.
no	X and Y alike	major	minor	(?!major)(\b\w+)_j and_. (\bminor)_j alike_.
no	X and Y alike	major	minor	(\bmajor)_j and_. (?!minor)(\b\w+)_j alike_.
no	X and Y alike	major	minor	(?!minor)(\b\w+)_j and_. (\bmajor)_j alike_.
no	X and Y alike	major	minor	(\bminor)_j and_. (?!major)(\b\w+)_j alike_.
yes	X and Y alike	active	passive	(active)_j and_. (passive)_j alike_.
yes	X and Y alike	active	passive	(passive)_j and_. (active)_j alike_.
no	X and Y alike	active	passive	(?!active)(\b\w+)_j and_. (\bpassive)_j alike_.
no	X and Y alike	active	passive	(\bactive)_j and_. (?!passive)(\b\w+)_j alike_.
no	X and Y alike	active	passive	(?!passive)(\b\w+)_j and_. (\bactive)_j alike_.
no	X and Y alike	active	passive	(\bpassive)_j and_. (?!active)(\b\w+)_j alike_.
yes	X as opposed to Y	alive	dead	(alive)_j as_. opposed_. to_. (dead)_j
yes	X as opposed to Y	alive	dead	(dead)_j as_. opposed_. to_. (alive)_j
no	X as opposed to Y	alive	dead	(?!alive)(\b\w+)_j as_. opposed_. to_. (\bdead)_j
no	X as opposed to Y	alive	dead	(\balive)_j as_. opposed_. to_. (?!dead)(\b\w+)_j
no	X as opposed to Y	alive	dead	(?!dead)(\b\w+)_j as_. opposed_. to_. (\balive)_j
no	X as opposed to Y	alive	dead	(\bdead)_j as_. opposed_. to_. (?!alive)(\b\w+)_j
yes	X as opposed to Y	private	public	(private)_j as_. opposed_. to_. (public)_j
yes	X as opposed to Y	private	public	(public)_j as_. opposed_. to_. (private)_j
no	X as opposed to Y	private	public	(?!private)(\b\w+)_j as_. opposed_. to_. (\bpublic)_j
no	X as opposed to Y	private	public	(\bprivate)_j as_. opposed_. to_. (?!public)(\b\w+)_j
no	X as opposed to Y	private	public	(?!public)(\b\w+)_j as_. opposed_. to_. (\bprivate)_j
no	X as opposed to Y	private	public	(\bpublic)_j as_. opposed_. to_. (?!private)(\b\w+)_j
yes	X as opposed to Y	bad	good	(bad)_j as_. opposed_. to_. (good)_j
yes	X as opposed to Y	bad	good	(good)_j as_. opposed_. to_. (bad)_j
no	X as opposed to Y	bad	good	(?!bad)(\b\w+)_j as_. opposed_. to_. (\bgood)_j
no	X as opposed to Y	bad	good	(\bbad)_j as_. opposed_. to_. (?!good)(\b\w+)_j
no	X as opposed to Y	bad	good	(?!good)(\b\w+)_j as_. opposed_. to_. (\bbad)_j
no	X as opposed to Y	bad	good	(\bgood)_j as_. opposed_. to_. (?!bad)(\b\w+)_j
yes	X as opposed to Y	heavy	light	(heavy)_j as_. opposed_. to_. (light)_j
yes	X as opposed to Y	heavy	light	(light)_j as_. opposed_. to_. (heavy)_j
no	X as opposed to Y	heavy	light	(?!heavy)(\b\w+)_j as_. opposed_. to_. (\blight)_j
no	X as opposed to Y	heavy	light	(\bheavy)_j as_. opposed_. to_. (?!light)(\b\w+)_j
no	X as opposed to Y	heavy	light	(?!light)(\b\w+)_j as_. opposed_. to_. (\bheavy)_j
no	X as opposed to Y	heavy	light	(\blight)_j as_. opposed_. to_. (?!heavy)(\b\w+)_j
yes	X as opposed to Y	drunk	sober	(drunk)_j as_. opposed_. to_. (sober)_j
yes	X as opposed to Y	drunk	sober	(sober)_j as_. opposed_. to_. (drunk)_j
no	X as opposed to Y	drunk	sober	(?!drunk)(\b\w+)_j as_. opposed_. to_. (\bsober)_j
no	X as opposed to Y	drunk	sober	(\bdrunk)_j as_. opposed_. to_. (?!sober)(\b\w+)_j
no	X as opposed to Y	drunk	sober	(?!sober)(\b\w+)_j as_. opposed_. to_. (\bdrunk)_j
no	X as opposed to Y	drunk	sober	(\bsober)_j as_. opposed_. to_. (?!drunk)(\b\w+)_j
yes	X as opposed to Y	hard	soft	(hard)_j as_. opposed_. to_. (soft)_j
yes	X as opposed to Y	hard	soft	(soft)_j as_. opposed_. to_. (hard)_j
no	X as opposed to Y	hard	soft	(?!hard)(\b\w+)_j as_. opposed_. to_. (\bsoft)_j
no	X as opposed to Y	hard	soft	(\bhard)_j as_. opposed_. to_. (?!soft)(\b\w+)_j
no	X as opposed to Y	hard	soft	(?!soft)(\b\w+)_j as_. opposed_. to_. (\bhard)_j
no	X as opposed to Y	hard	soft	(\bsoft)_j as_. opposed_. to_. (?!hard)(\b\w+)_j
yes	X as opposed to Y	false	true	(false)_j as_. opposed_. to_. (true)_j
yes	X as opposed to Y	false	true	(true)_j as_. opposed_. to_. (false)_j
no	X as opposed to Y	false	true	(?!false)(\b\w+)_j as_. opposed_. to_. (\btrue)_j
no	X as opposed to Y	false	true	(\bfalse)_j as_. opposed_. to_. (?!true)(\b\w+)_j
no	X as opposed to Y	false	true	(?!true)(\b\w+)_j as_. opposed_. to_. (\bfalse)_j
no	X as opposed to Y	false	true	(\btrue)_j as_. opposed_. to_. (?!false)(\b\w+)_j
yes	X as opposed to Y	happy	sad	(happy)_j as_. opposed_. to_. (sad)_j
yes	X as opposed to Y	happy	sad	(sad)_j as_. opposed_. to_. (happy)_j
no	X as opposed to Y	happy	sad	(?!happy)(\b\w+)_j as_. opposed_. to_. (\bsad)_j
no	X as opposed to Y	happy	sad	(\bhappy)_j as_. opposed_. to_. (?!sad)(\b\w+)_j
no	X as opposed to Y	happy	sad	(?!sad)(\b\w+)_j as_. opposed_. to_. (\bhappy)_j
no	X as opposed to Y	happy	sad	(\bsad)_j as_. opposed_. to_. (?!happy)(\b\w+)_j
yes	X as opposed to Y	dry	wet	(dry)_j as_. opposed_. to_. (wet)_j
yes	X as opposed to Y	dry	wet	(wet)_j as_. opposed_. to_. (dry)_j
no	X as opposed to Y	dry	wet	(?!dry)(\b\w+)_j as_. opposed_. to_. (\bwet)_j
no	X as opposed to Y	dry	wet	(\bdry)_j as_. opposed_. to_. (?!wet)(\b\w+)_j
no	X as opposed to Y	dry	wet	(?!wet)(\b\w+)_j as_. opposed_. to_. (\bdry)_j
no	X as opposed to Y	dry	wet	(\bwet)_j as_. opposed_. to_. (?!dry)(\b\w+)_j
yes	X as opposed to Y	right	wrong	(right)_j as_. opposed_. to_. (wrong)_j
yes	X as opposed to Y	right	wrong	(wrong)_j as_. opposed_. to_. (right)_j
no	X as opposed to Y	right	wrong	(?!right)(\b\w+)_j as_. opposed_. to_. (\bwrong)_j
no	X as opposed to Y	right	wrong	(\bright)_j as_. opposed_. to_. (?!wrong)(\b\w+)_j
no	X as opposed to Y	right	wrong	(?!wrong)(\b\w+)_j as_. opposed_. to_. (\bright)_j
no	X as opposed to Y	right	wrong	(\bwrong)_j as_. opposed_. to_. (?!right)(\b\w+)_j
yes	X as opposed to Y	female	male	(female)_j as_. opposed_. to_. (male)_j
yes	X as opposed to Y	female	male	(male)_j as_. opposed_. to_. (female)_j
no	X as opposed to Y	female	male	(?!female)(\b\w+)_j as_. opposed_. to_. (\bmale)_j
no	X as opposed to Y	female	male	(\bfemale)_j as_. opposed_. to_. (?!male)(\b\w+)_j
no	X as opposed to Y	female	male	(?!male)(\b\w+)_j as_. opposed_. to_. (\bfemale)_j
no	X as opposed to Y	female	male	(\bmale)_j as_. opposed_. to_. (?!female)(\b\w+)_j
yes	X as opposed to Y	high	low	(high)_j as_. opposed_. to_. (low)_j
yes	X as opposed to Y	high	low	(low)_j as_. opposed_. to_. (high)_j
no	X as opposed to Y	high	low	(?!high)(\b\w+)_j as_. opposed_. to_. (\blow)_j
no	X as opposed to Y	high	low	(\bhigh)_j as_. opposed_. to_. (?!low)(\b\w+)_j
no	X as opposed to Y	high	low	(?!low)(\b\w+)_j as_. opposed_. to_. (\bhigh)_j
no	X as opposed to Y	high	low	(\blow)_j as_. opposed_. to_. (?!high)(\b\w+)_j
yes	X as opposed to Y	rural	urban	(rural)_j as_. opposed_. to_. (urban)_j
yes	X as opposed to Y	rural	urban	(urban)_j as_. opposed_. to_. (rural)_j
no	X as opposed to Y	rural	urban	(?!rural)(\b\w+)_j as_. opposed_. to_. (\burban)_j
no	X as opposed to Y	rural	urban	(\brural)_j as_. opposed_. to_. (?!urban)(\b\w+)_j
no	X as opposed to Y	rural	urban	(?!urban)(\b\w+)_j as_. opposed_. to_. (\brural)_j
no	X as opposed to Y	rural	urban	(\burban)_j as_. opposed_. to_. (?!rural)(\b\w+)_j
yes	X as opposed to Y	cold	hot	(cold)_j as_. opposed_. to_. (hot)_j
yes	X as opposed to Y	cold	hot	(hot)_j as_. opposed_. to_. (cold)_j
no	X as opposed to Y	cold	hot	(?!cold)(\b\w+)_j as_. opposed_. to_. (\bhot)_j
no	X as opposed to Y	cold	hot	(\bcold)_j as_. opposed_. to_. (?!hot)(\b\w+)_j
no	X as opposed to Y	cold	hot	(?!hot)(\b\w+)_j as_. opposed_. to_. (\bcold)_j
no	X as opposed to Y	cold	hot	(\bhot)_j as_. opposed_. to_. (?!cold)(\b\w+)_j
yes	X as opposed to Y	poor	rich	(poor)_j as_. opposed_. to_. (rich)_j
yes	X as opposed to Y	poor	rich	(rich)_j as_. opposed_. to_. (poor)_j
no	X as opposed to Y	poor	rich	(?!poor)(\b\w+)_j as_. opposed_. to_. (\brich)_j
no	X as opposed to Y	poor	rich	(\bpoor)_j as_. opposed_. to_. (?!rich)(\b\w+)_j
no	X as opposed to Y	poor	rich	(?!rich)(\b\w+)_j as_. opposed_. to_. (\bpoor)_j
no	X as opposed to Y	poor	rich	(\brich)_j as_. opposed_. to_. (?!poor)(\b\w+)_j
yes	X as opposed to Y	difficult	easy	(difficult)_j as_. opposed_. to_. (easy)_j
yes	X as opposed to Y	difficult	easy	(easy)_j as_. opposed_. to_. (difficult)_j
no	X as opposed to Y	difficult	easy	(?!difficult)(\b\w+)_j as_. opposed_. to_. (\beasy)_j
no	X as opposed to Y	difficult	easy	(\bdifficult)_j as_. opposed_. to_. (?!easy)(\b\w+)_j
no	X as opposed to Y	difficult	easy	(?!easy)(\b\w+)_j as_. opposed_. to_. (\bdifficult)_j
no	X as opposed to Y	difficult	easy	(\beasy)_j as_. opposed_. to_. (?!difficult)(\b\w+)_j
yes	X as opposed to Y	optimistic	pessimistic	(optimistic)_j as_. opposed_. to_. (pessimistic)_j
yes	X as opposed to Y	optimistic	pessimistic	(pessimistic)_j as_. opposed_. to_. (optimistic)_j
no	X as opposed to Y	optimistic	pessimistic	(?!optimistic)(\b\w+)_j as_. opposed_. to_. (\bpessimistic)_j
no	X as opposed to Y	optimistic	pessimistic	(\boptimistic)_j as_. opposed_. to_. (?!pessimistic)(\b\w+)_j
no	X as opposed to Y	optimistic	pessimistic	(?!pessimistic)(\b\w+)_j as_. opposed_. to_. (\boptimistic)_j
no	X as opposed to Y	optimistic	pessimistic	(\bpessimistic)_j as_. opposed_. to_. (?!optimistic)(\b\w+)_j
yes	X as opposed to Y	permanent	temporary	(permanent)_j as_. opposed_. to_. (temporary)_j
yes	X as opposed to Y	permanent	temporary	(temporary)_j as_. opposed_. to_. (permanent)_j
no	X as opposed to Y	permanent	temporary	(?!permanent)(\b\w+)_j as_. opposed_. to_. (\btemporary)_j
no	X as opposed to Y	permanent	temporary	(\bpermanent)_j as_. opposed_. to_. (?!temporary)(\b\w+)_j
no	X as opposed to Y	permanent	temporary	(?!temporary)(\b\w+)_j as_. opposed_. to_. (\bpermanent)_j
no	X as opposed to Y	permanent	temporary	(\btemporary)_j as_. opposed_. to_. (?!permanent)(\b\w+)_j
yes	X as opposed to Y	feminine	masculine	(feminine)_j as_. opposed_. to_. (masculine)_j
yes	X as opposed to Y	feminine	masculine	(masculine)_j as_. opposed_. to_. (feminine)_j
no	X as opposed to Y	feminine	masculine	(?!feminine)(\b\w+)_j as_. opposed_. to_. (\bmasculine)_j
no	X as opposed to Y	feminine	masculine	(\bfeminine)_j as_. opposed_. to_. (?!masculine)(\b\w+)_j
no	X as opposed to Y	feminine	masculine	(?!masculine)(\b\w+)_j as_. opposed_. to_. (\bfeminine)_j
no	X as opposed to Y	feminine	masculine	(\bmasculine)_j as_. opposed_. to_. (?!feminine)(\b\w+)_j
yes	X as opposed to Y	long	short	(long)_j as_. opposed_. to_. (short)_j
yes	X as opposed to Y	long	short	(short)_j as_. opposed_. to_. (long)_j
no	X as opposed to Y	long	short	(?!long)(\b\w+)_j as_. opposed_. to_. (\bshort)_j
no	X as opposed to Y	long	short	(\blong)_j as_. opposed_. to_. (?!short)(\b\w+)_j
no	X as opposed to Y	long	short	(?!short)(\b\w+)_j as_. opposed_. to_. (\blong)_j
no	X as opposed to Y	long	short	(\bshort)_j as_. opposed_. to_. (?!long)(\b\w+)_j
yes	X as opposed to Y	large	small	(large)_j as_. opposed_. to_. (small)_j
yes	X as opposed to Y	large	small	(small)_j as_. opposed_. to_. (large)_j
no	X as opposed to Y	large	small	(?!large)(\b\w+)_j as_. opposed_. to_. (\bsmall)_j
no	X as opposed to Y	large	small	(\blarge)_j as_. opposed_. to_. (?!small)(\b\w+)_j
no	X as opposed to Y	large	small	(?!small)(\b\w+)_j as_. opposed_. to_. (\blarge)_j
no	X as opposed to Y	large	small	(\bsmall)_j as_. opposed_. to_. (?!large)(\b\w+)_j
yes	X as opposed to Y	new	old	(new)_j as_. opposed_. to_. (old)_j
yes	X as opposed to Y	new	old	(old)_j as_. opposed_. to_. (new)_j
no	X as opposed to Y	new	old	(?!new)(\b\w+)_j as_. opposed_. to_. (\bold)_j
no	X as opposed to Y	new	old	(\bnew)_j as_. opposed_. to_. (?!old)(\b\w+)_j
no	X as opposed to Y	new	old	(?!old)(\b\w+)_j as_. opposed_. to_. (\bnew)_j
no	X as opposed to Y	new	old	(\bold)_j as_. opposed_. to_. (?!new)(\b\w+)_j
yes	X as opposed to Y	fast	slow	(fast)_j as_. opposed_. to_. (slow)_j
yes	X as opposed to Y	fast	slow	(slow)_j as_. opposed_. to_. (fast)_j
no	X as opposed to Y	fast	slow	(?!fast)(\b\w+)_j as_. opposed_. to_. (\bslow)_j
no	X as opposed to Y	fast	slow	(\bfast)_j as_. opposed_. to_. (?!slow)(\b\w+)_j
no	X as opposed to Y	fast	slow	(?!slow)(\b\w+)_j as_. opposed_. to_. (\bfast)_j
no	X as opposed to Y	fast	slow	(\bslow)_j as_. opposed_. to_. (?!fast)(\b\w+)_j
yes	X as opposed to Y	major	minor	(major)_j as_. opposed_. to_. (minor)_j
yes	X as opposed to Y	major	minor	(minor)_j as_. opposed_. to_. (major)_j
no	X as opposed to Y	major	minor	(?!major)(\b\w+)_j as_. opposed_. to_. (\bminor)_j
no	X as opposed to Y	major	minor	(\bmajor)_j as_. opposed_. to_. (?!minor)(\b\w+)_j
no	X as opposed to Y	major	minor	(?!minor)(\b\w+)_j as_. opposed_. to_. (\bmajor)_j
no	X as opposed to Y	major	minor	(\bminor)_j as_. opposed_. to_. (?!major)(\b\w+)_j
yes	X as opposed to Y	active	passive	(active)_j as_. opposed_. to_. (passive)_j
yes	X as opposed to Y	active	passive	(passive)_j as_. opposed_. to_. (active)_j
no	X as opposed to Y	active	passive	(?!active)(\b\w+)_j as_. opposed_. to_. (\bpassive)_j
no	X as opposed to Y	active	passive	(\bactive)_j as_. opposed_. to_. (?!passive)(\b\w+)_j
no	X as opposed to Y	active	passive	(?!passive)(\b\w+)_j as_. opposed_. to_. (\bactive)_j
no	X as opposed to Y	active	passive	(\bpassive)_j as_. opposed_. to_. (?!active)(\b\w+)_j
yes	X as well as Y	alive	dead	(alive)_j as_. well_. as_. (dead)_j
yes	X as well as Y	alive	dead	(dead)_j as_. well_. as_. (alive)_j
no	X as well as Y	alive	dead	(?!alive)(\b\w+)_j as_. well_. as_. (\bdead)_j
no	X as well as Y	alive	dead	(\balive)_j as_. well_. as_. (?!dead)(\b\w+)_j
no	X as well as Y	alive	dead	(?!dead)(\b\w+)_j as_. well_. as_. (\balive)_j
no	X as well as Y	alive	dead	(\bdead)_j as_. well_. as_. (?!alive)(\b\w+)_j
yes	X as well as Y	private	public	(private)_j as_. well_. as_. (public)_j
yes	X as well as Y	private	public	(public)_j as_. well_. as_. (private)_j
no	X as well as Y	private	public	(?!private)(\b\w+)_j as_. well_. as_. (\bpublic)_j
no	X as well as Y	private	public	(\bprivate)_j as_. well_. as_. (?!public)(\b\w+)_j
no	X as well as Y	private	public	(?!public)(\b\w+)_j as_. well_. as_. (\bprivate)_j
no	X as well as Y	private	public	(\bpublic)_j as_. well_. as_. (?!private)(\b\w+)_j
yes	X as well as Y	bad	good	(bad)_j as_. well_. as_. (good)_j
yes	X as well as Y	bad	good	(good)_j as_. well_. as_. (bad)_j
no	X as well as Y	bad	good	(?!bad)(\b\w+)_j as_. well_. as_. (\bgood)_j
no	X as well as Y	bad	good	(\bbad)_j as_. well_. as_. (?!good)(\b\w+)_j
no	X as well as Y	bad	good	(?!good)(\b\w+)_j as_. well_. as_. (\bbad)_j
no	X as well as Y	bad	good	(\bgood)_j as_. well_. as_. (?!bad)(\b\w+)_j
yes	X as well as Y	heavy	light	(heavy)_j as_. well_. as_. (light)_j
yes	X as well as Y	heavy	light	(light)_j as_. well_. as_. (heavy)_j
no	X as well as Y	heavy	light	(?!heavy)(\b\w+)_j as_. well_. as_. (\blight)_j
no	X as well as Y	heavy	light	(\bheavy)_j as_. well_. as_. (?!light)(\b\w+)_j
no	X as well as Y	heavy	light	(?!light)(\b\w+)_j as_. well_. as_. (\bheavy)_j
no	X as well as Y	heavy	light	(\blight)_j as_. well_. as_. (?!heavy)(\b\w+)_j
yes	X as well as Y	drunk	sober	(drunk)_j as_. well_. as_. (sober)_j
yes	X as well as Y	drunk	sober	(sober)_j as_. well_. as_. (drunk)_j
no	X as well as Y	drunk	sober	(?!drunk)(\b\w+)_j as_. well_. as_. (\bsober)_j
no	X as well as Y	drunk	sober	(\bdrunk)_j as_. well_. as_. (?!sober)(\b\w+)_j
no	X as well as Y	drunk	sober	(?!sober)(\b\w+)_j as_. well_. as_. (\bdrunk)_j
no	X as well as Y	drunk	sober	(\bsober)_j as_. well_. as_. (?!drunk)(\b\w+)_j
yes	X as well as Y	hard	soft	(hard)_j as_. well_. as_. (soft)_j
yes	X as well as Y	hard	soft	(soft)_j as_. well_. as_. (hard)_j
no	X as well as Y	hard	soft	(?!hard)(\b\w+)_j as_. well_. as_. (\bsoft)_j
no	X as well as Y	hard	soft	(\bhard)_j as_. well_. as_. (?!soft)(\b\w+)_j
no	X as well as Y	hard	soft	(?!soft)(\b\w+)_j as_. well_. as_. (\bhard)_j
no	X as well as Y	hard	soft	(\bsoft)_j as_. well_. as_. (?!hard)(\b\w+)_j
yes	X as well as Y	false	true	(false)_j as_. well_. as_. (true)_j
yes	X as well as Y	false	true	(true)_j as_. well_. as_. (false)_j
no	X as well as Y	false	true	(?!false)(\b\w+)_j as_. well_. as_. (\btrue)_j
no	X as well as Y	false	true	(\bfalse)_j as_. well_. as_. (?!true)(\b\w+)_j
no	X as well as Y	false	true	(?!true)(\b\w+)_j as_. well_. as_. (\bfalse)_j
no	X as well as Y	false	true	(\btrue)_j as_. well_. as_. (?!false)(\b\w+)_j
yes	X as well as Y	happy	sad	(happy)_j as_. well_. as_. (sad)_j
yes	X as well as Y	happy	sad	(sad)_j as_. well_. as_. (happy)_j
no	X as well as Y	happy	sad	(?!happy)(\b\w+)_j as_. well_. as_. (\bsad)_j
no	X as well as Y	happy	sad	(\bhappy)_j as_. well_. as_. (?!sad)(\b\w+)_j
no	X as well as Y	happy	sad	(?!sad)(\b\w+)_j as_. well_. as_. (\bhappy)_j
no	X as well as Y	happy	sad	(\bsad)_j as_. well_. as_. (?!happy)(\b\w+)_j
yes	X as well as Y	dry	wet	(dry)_j as_. well_. as_. (wet)_j
yes	X as well as Y	dry	wet	(wet)_j as_. well_. as_. (dry)_j
no	X as well as Y	dry	wet	(?!dry)(\b\w+)_j as_. well_. as_. (\bwet)_j
no	X as well as Y	dry	wet	(\bdry)_j as_. well_. as_. (?!wet)(\b\w+)_j
no	X as well as Y	dry	wet	(?!wet)(\b\w+)_j as_. well_. as_. (\bdry)_j
no	X as well as Y	dry	wet	(\bwet)_j as_. well_. as_. (?!dry)(\b\w+)_j
yes	X as well as Y	right	wrong	(right)_j as_. well_. as_. (wrong)_j
yes	X as well as Y	right	wrong	(wrong)_j as_. well_. as_. (right)_j
no	X as well as Y	right	wrong	(?!right)(\b\w+)_j as_. well_. as_. (\bwrong)_j
no	X as well as Y	right	wrong	(\bright)_j as_. well_. as_. (?!wrong)(\b\w+)_j
no	X as well as Y	right	wrong	(?!wrong)(\b\w+)_j as_. well_. as_. (\bright)_j
no	X as well as Y	right	wrong	(\bwrong)_j as_. well_. as_. (?!right)(\b\w+)_j
yes	X as well as Y	female	male	(female)_j as_. well_. as_. (male)_j
yes	X as well as Y	female	male	(male)_j as_. well_. as_. (female)_j
no	X as well as Y	female	male	(?!female)(\b\w+)_j as_. well_. as_. (\bmale)_j
no	X as well as Y	female	male	(\bfemale)_j as_. well_. as_. (?!male)(\b\w+)_j
no	X as well as Y	female	male	(?!male)(\b\w+)_j as_. well_. as_. (\bfemale)_j
no	X as well as Y	female	male	(\bmale)_j as_. well_. as_. (?!female)(\b\w+)_j
yes	X as well as Y	high	low	(high)_j as_. well_. as_. (low)_j
yes	X as well as Y	high	low	(low)_j as_. well_. as_. (high)_j
no	X as well as Y	high	low	(?!high)(\b\w+)_j as_. well_. as_. (\blow)_j
no	X as well as Y	high	low	(\bhigh)_j as_. well_. as_. (?!low)(\b\w+)_j
no	X as well as Y	high	low	(?!low)(\b\w+)_j as_. well_. as_. (\bhigh)_j
no	X as well as Y	high	low	(\blow)_j as_. well_. as_. (?!high)(\b\w+)_j
yes	X as well as Y	rural	urban	(rural)_j as_. well_. as_. (urban)_j
yes	X as well as Y	rural	urban	(urban)_j as_. well_. as_. (rural)_j
no	X as well as Y	rural	urban	(?!rural)(\b\w+)_j as_. well_. as_. (\burban)_j
no	X as well as Y	rural	urban	(\brural)_j as_. well_. as_. (?!urban)(\b\w+)_j
no	X as well as Y	rural	urban	(?!urban)(\b\w+)_j as_. well_. as_. (\brural)_j
no	X as well as Y	rural	urban	(\burban)_j as_. well_. as_. (?!rural)(\b\w+)_j
yes	X as well as Y	cold	hot	(cold)_j as_. well_. as_. (hot)_j
yes	X as well as Y	cold	hot	(hot)_j as_. well_. as_. (cold)_j
no	X as well as Y	cold	hot	(?!cold)(\b\w+)_j as_. well_. as_. (\bhot)_j
no	X as well as Y	cold	hot	(\bcold)_j as_. well_. as_. (?!hot)(\b\w+)_j
no	X as well as Y	cold	hot	(?!hot)(\b\w+)_j as_. well_. as_. (\bcold)_j
no	X as well as Y	cold	hot	(\bhot)_j as_. well_. as_. (?!cold)(\b\w+)_j
yes	X as well as Y	poor	rich	(poor)_j as_. well_. as_. (rich)_j
yes	X as well as Y	poor	rich	(rich)_j as_. well_. as_. (poor)_j
no	X as well as Y	poor	rich	(?!poor)(\b\w+)_j as_. well_. as_. (\brich)_j
no	X as well as Y	poor	rich	(\bpoor)_j as_. well_. as_. (?!rich)(\b\w+)_j
no	X as well as Y	poor	rich	(?!rich)(\b\w+)_j as_. well_. as_. (\bpoor)_j
no	X as well as Y	poor	rich	(\brich)_j as_. well_. as_. (?!poor)(\b\w+)_j
yes	X as well as Y	difficult	easy	(difficult)_j as_. well_. as_. (easy)_j
yes	X as well as Y	difficult	easy	(easy)_j as_. well_. as_. (difficult)_j
no	X as well as Y	difficult	easy	(?!difficult)(\b\w+)_j as_. well_. as_. (\beasy)_j
no	X as well as Y	difficult	easy	(\bdifficult)_j as_. well_. as_. (?!easy)(\b\w+)_j
no	X as well as Y	difficult	easy	(?!easy)(\b\w+)_j as_. well_. as_. (\bdifficult)_j
no	X as well as Y	difficult	easy	(\beasy)_j as_. well_. as_. (?!difficult)(\b\w+)_j
yes	X as well as Y	optimistic	pessimistic	(optimistic)_j as_. well_. as_. (pessimistic)_j
yes	X as well as Y	optimistic	pessimistic	(pessimistic)_j as_. well_. as_. (optimistic)_j
no	X as well as Y	optimistic	pessimistic	(?!optimistic)(\b\w+)_j as_. well_. as_. (\bpessimistic)_j
no	X as well as Y	optimistic	pessimistic	(\boptimistic)_j as_. well_. as_. (?!pessimistic)(\b\w+)_j
no	X as well as Y	optimistic	pessimistic	(?!pessimistic)(\b\w+)_j as_. well_. as_. (\boptimistic)_j
no	X as well as Y	optimistic	pessimistic	(\bpessimistic)_j as_. well_. as_. (?!optimistic)(\b\w+)_j
yes	X as well as Y	permanent	temporary	(permanent)_j as_. well_. as_. (temporary)_j
yes	X as well as Y	permanent	temporary	(temporary)_j as_. well_. as_. (permanent)_j
no	X as well as Y	permanent	temporary	(?!permanent)(\b\w+)_j as_. well_. as_. (\btemporary)_j
no	X as well as Y	permanent	temporary	(\bpermanent)_j as_. well_. as_. (?!temporary)(\b\w+)_j
no	X as well as Y	permanent	temporary	(?!temporary)(\b\w+)_j as_. well_. as_. (\bpermanent)_j
no	X as well as Y	permanent	temporary	(\btemporary)_j as_. well_. as_. (?!permanent)(\b\w+)_j
yes	X as well as Y	feminine	masculine	(feminine)_j as_. well_. as_. (masculine)_j
yes	X as well as Y	feminine	masculine	(masculine)_j as_. well_. as_. (feminine)_j
no	X as well as Y	feminine	masculine	(?!feminine)(\b\w+)_j as_. well_. as_. (\bmasculine)_j
no	X as well as Y	feminine	masculine	(\bfeminine)_j as_. well_. as_. (?!masculine)(\b\w+)_j
no	X as well as Y	feminine	masculine	(?!masculine)(\b\w+)_j as_. well_. as_. (\bfeminine)_j
no	X as well as Y	feminine	masculine	(\bmasculine)_j as_. well_. as_. (?!feminine)(\b\w+)_j
yes	X as well as Y	long	short	(long)_j as_. well_. as_. (short)_j
yes	X as well as Y	long	short	(short)_j as_. well_. as_. (long)_j
no	X as well as Y	long	short	(?!long)(\b\w+)_j as_. well_. as_. (\bshort)_j
no	X as well as Y	long	short	(\blong)_j as_. well_. as_. (?!short)(\b\w+)_j
no	X as well as Y	long	short	(?!short)(\b\w+)_j as_. well_. as_. (\blong)_j
no	X as well as Y	long	short	(\bshort)_j as_. well_. as_. (?!long)(\b\w+)_j
yes	X as well as Y	large	small	(large)_j as_. well_. as_. (small)_j
yes	X as well as Y	large	small	(small)_j as_. well_. as_. (large)_j
no	X as well as Y	large	small	(?!large)(\b\w+)_j as_. well_. as_. (\bsmall)_j
no	X as well as Y	large	small	(\blarge)_j as_. well_. as_. (?!small)(\b\w+)_j
no	X as well as Y	large	small	(?!small)(\b\w+)_j as_. well_. as_. (\blarge)_j
no	X as well as Y	large	small	(\bsmall)_j as_. well_. as_. (?!large)(\b\w+)_j
yes	X as well as Y	new	old	(new)_j as_. well_. as_. (old)_j
yes	X as well as Y	new	old	(old)_j as_. well_. as_. (new)_j
